ID,TEXTO,CATEGORIA
371672,"Olá, eu sou o professor Naldo e nós vamos a ""mudanças de estado IV: balanço energético-exercícios"" Exercício número 1, misturamos água e gelo, num total de 100g, a água está a 80°C o gelo a 0°C, queremos determinar a temperatura sabendo-se que a temperatura de equilíbrio é de 40°C, queremos determinar a massa de gelo utilizada. Queremos saber qual vai ser a quantidade de pedras de gelo necessária pra fazer a temperatura dessa água, do conjunto de sistema, abaixar até 10°C? Então vamos lá, trata-se de uma típica questão em que a soma da quantidade de calor trocada deve ser igual a 0, então nós temos que a quantidade de calor recebida pela água é dada pelo Q=mcΔt, então temos 200.1. a variação de temperatura 10 - 25, queremos que a temperatura final seja 10. Muito bem, no momento do equilíbrio térmico lembre-se que até o momento do equilíbrio térmico, a soma da quantidade de calor trocada é necessariamente igual a 0, então nós vamos ter que quando misturamos a água quente a água com gelo nesse recipiente, nós vamos ter que a soma da quantidade de calor trocada é igual a 0, então veja nós temos 800g de água, muito bem, a temperatura desta água pode diminuir até no máximo 0°C, então nós temos 800 vezes calor específico da água que é 1 vezes a variação de temperatura que seria -20, então 800.(-20) dá -1600cal. Exercício número 4, nós temos uma curva de aquecimento que traduz o aquecimento de gelo inicialmente a 0°C até se transformar em água a 25°C. Quer saber a questão a: qual é a massa de gelo que nós tínhamos? Oras, foram necessários 800cal para fundir o gelo + 250cal pra aquecer a água, 850+250, nós temos um total de 1.050cal ou 1,05Kcal. ",Fisica
371671,"Olá, eu sou o professor Naldo e nós vamos à ""Condução de calor-exercícios"". Questão número 1, nós temos uma tabela que informa a condutibilidade térmica de alguns materiais, de acordo com a tabela o material que melhor evita a condução de calor, portanto o material que é isolante térmico e portanto que tem a menor condutibilidade térmica. Exercício 2, fala-se sobre a lei de Fourrier, nós temos aí uma placa cuja área é de 1,4m², espessura de 4cm, cujo coeficiente de condutibilidade térmica 0,04W/m°C então há uma diferença de temperatura entre a face interna e a face externa de 175-35=140°C, quer saber qual é o fluxo de calor em watt através da placa? Muito cuidado só com as unidades, coloque as unidades de tal forma que elas fiquem homogêneas dentro do problema, então nós temos que o fluxo será dado então por 0,04.1,4m², diferença de temperaturas 175-35 e a espessura em metros, fora fornecida em cm, basta dividir por 100, 4x10ֿֿֿֿ ², então nós vamos ter um fluxo calor de 196W ou 196J/s, o que nos remete à alternativa A. Na questão 3, nós temos um quadrinho em que se vê uma pessoa se abrigando não é da baixa temperatura do ambiente com papel e de fato papel é mau condutor de calor, a pessoa se enrola no jornal, então, o uso desse manto de papel é para restringir a perda de calor para o ambiente já que o papel é mau condutor, o que nos leva a alternativa D. Exercício número 4, há uma discussão entre os filhos e os pais em que um filho, o Pedro, pede para que o pai venha deitar com ele porque está muito frio e por que ele faz isso? E há uma polêmica sobre o uso de lençol ou cobertor. ",Fisica
371670,"Olá, eu sou o professor Naldo e hoje nós vamos falar de Translação do Espelho Plano - Exercícios. Oras, basta contar os quadradinhos. Se o espelho transladou 2 quadradinhos, a imagem em relação a sua posição inicial transladou 4 quadradinhos. Se a velocidade do espelho plano é V, a imagem translada com velocidade 2V. Mantenha o espelho fixo, ok? E determine a velocidade escalar da imagem. Basta somar as velocidades escalares pela velocidade da imagem relação à terra será -4 + 10. ",Fisica
371669,"Olá Eu sou o professor Naldo e vamos aos Princípios da Óptica Geométrica, parte 2 - Exercicios. A lua crescente, das 12 às 24 que são os horários intermediários citados no problema. Naa região em que não há sombra e nem penumbra não terá eclipse. Trata-se de uma questão que envolve a semelhança de triângulos. Nós vamos ter que a distância seria de 12500cm que equivale a 125m. ",Fisica
371668,"Olá Eu sou o professor Naldo e nós temos a aula de Equação de Gauss, Aumento Linear Transversal, Exercícios. Então, substituindo: i/12 = (-5/-5) - 25. Isolando, nós vamos ter que é igual -1/2m meio metro, o que significa do espelho convexo. Trata-se de uma imagem invertida, portanto, o espelho não é convexo D) O raio de curvatura do espelho vale 5 cm. É isso. Eu espero que essa aula tenha sido de grande valia pra você e te aguardo na próxima. ",Fisica
371667,"Olá eu sou o professor Naldo e o e hoje nós vamos falar de Leis de reflexão e refração, parte 1 - exercícios. Quando você aplica isso às figuras, observamos que a correta é a alternativa B Muito bem, exercício número 2) Nós temos um raio de luz monocromático que propaga-se no meio A com velocidade 3x10^8 m/s Trata-se do ar e do vácuo Incide na superfície de separação de outro meio B formando um ângulo de 53° com normal. Então nós vamos encontrar que a velocidade da luz no meio B é de 2,25 vezes 10^8 m/s. O que nos remete à alternativa D Exercício 3) Num laboratório de manipulação, um técnico trabalha com uma composição de um vermífugo do qual faz parte a substância tetracloroetileno que ela é perfeitamente transparente, índice de refração n. Acidentalmente, um bastão de vidro cai e fica imerso no líquido. Agora, se existe continuidade óptica e você não consegue diferenciar um meio do outro significa que eles possuem índice de refrações, o quê? Iguais. Até lá ",Fisica
371666,"Olá eu sou o professor Naldo e hoje nós vamos ver Índice de refração e Leis da refração, parte 2 - Exercícios. Bem, vejamos O índice de refração é a relação entre o módulo da velocidade da luz no vácuo e a velocidade da luz no meio. O meio mais refringente que um outro impõe à luz uma velocidade de propagação neste meio menor do que no outro. Observe que o ângulo formado entre o raio refletido e o raio refratado é de 90°. Então é possível, portanto, se determinar o ângulo de refração. Oras, basta lembrar que a soma dos ângulos de reflexão entre dois raios de luz e entre o raio de luz refratado e a reta normal é 180°. Então, 60 + 90 já totalizam 150. Com base nesse conhecimento, imediatamente sabemos que alternativa correta é D porque pois se você prolongar o raio de luz incidente na alternativa Dm você perceberá que o raio de luz refratado se aproximou da reta normal Então, alternativa correta D Bem. ",Fisica
371665,"Olá eu sou professor Naldo e nós vamos falar sobre inserfração e leis da refração parte 3 - exercícios. Então nós vamos ter que multiplicar em cruz. Qual a refração do óleo? No entanto, você vê com mais intensidade a reflexão do seu rosto no vidro Isso se explica porquê? Bem, durante o dia, a luz que atravessa o vidro da janela oriunda de fora, ofusca a visão da nossa própria reflexão na luz, da reflexão que gera a imagem no vidro. Eu espero que essa aula tenha sido de grande valia para você e aguardo você na próxima. ",Fisica
371664,"Olá sou o professor Naldo e nós vamos à ""Convecção térmica-Exercícios"". Exercício número 1, a transmissão do calor de um ponto para outro graças ao deslocamento do próprio material ocorre, principalmente nos fluídos, é a convecção, alternativa correta D. Exercício 2, nas geladeiras, o congelador fica sempre na parte de cima para? O que ocorre? Ocorre que o calor específico da areia é menor que o calor específico da água, então durante o dia a areia aquece, sofre uma variação temperatura maior do que a água, nas mesmas condições, então o ar durante o dia próximo à areia sobe e o ar próximo ao mar ocupa o espaço, daí a brisa do vento sopra do mar para a praia. Isso nos leva à alternativa correta A, que diz que o ar que está sobre a água se aquece mais e ao subir deixa uma área de baixa pressão causando deslocamento do ar do continente pro mar, trata-se da brisa terrestre. A inversão térmica ocorre quando o ar próximo à cidade, ou não é aquecido o suficiente, ou aquece e ao subir levando as impurezas que estão contidas nele, encontra com camadas de ar fria e volta rapidamente pra cidade, então ocorre a inversão térmica e quando ocorre a dispersão dos poluentes fica reduzida. ",Fisica
371663,"Olá, sou o professor Naldo e nós vamos a ""Mudanças de estado II-exercícios"" <!-- Confidence: 0.7831578 - 2, exercício então, exercício número 1, nós temos um gráfico que mostra a pressão atmosférica em função da altitude. Temperatura de orvalho é a temperatura em que naquela pressão, a água, o vapor da água presente na atmosfera condensa, sofre liquefação. Então, quando o vapor da água está a esta temperatura e entra em contato com a parede do copo gelada, cede calor para o copo e estando na temperatura de orvalho condensa, e daí surgem as gotículas. Então nós temos uma resultante de forças de fora pra dentro, portanto, a porta fica mais presa à parede da geladeira, a afirmativa é correta portanto, alternativa correta é o que se diz em A, todas as afirmativas são corretas. A válvula sobe e deixa escapar o vapor, mantendo a pressão interna do recipiente constante. A pressão interna também será menor. ",Fisica
371662,"Olá, eu sou o professor Naldo e vamos a Campo Visual do Espelho, Exercícios. Muito bem Lembre-se que basta traçar ao ponto simétrico do observador em relação ao espelho e a partir do ponto simétrico, traçar 2 raios de luz que tangenciam os extremos do espelho plano de tal forma a definir o campo visual do espelho. A partir daí nós traçamos um segmento de reta que será chamado de segmento de reta para se definir a incidência da luz do ponto B' ao ponto O e do ponto A' ao ponto O. Exatamente onde segmento de reta cruzar com o plano do espelho, que são segmentos de retas auxiliares, você tem o ponto em que a luz, partindo de B e A, respectivamente, devem incidir pra refletir e voltar aos olhos da pessoa. Observe que a altura do triângulo OCD chamamos de X. Logo, a altura do triângulo OA'B' seria 2X. E a questão B, H/2 e a resposta é não depende da distância entre a pessoa e o espelho. ",Fisica
371661,"Olá, eu sou o professor Naldo e hoje nós vamos às propriedades gráficas no mov 2 - Exercicios Primeiro exercício. Ele quer saber qual a distância total percorrida, nesse caso dobrando a velocidade inicial Vamos lá! Lembremos, basta você perceber que a área sob esse gráfico é igual ao delta s. Então nós vamos ter que Nós temos que o delta s, enquanto a velocidade era vezes 0, é a área de um trapézio. Ou seja, avançado na faixa de segurança. Vamos a questão. Primeiro passo: Lembre-se que a área sob esse gráfico é necessariamente igual ao delta s. Então veja. Portanto ele ultrapassaria E passaria em cima da faixa de segurança. O que nos remete a alternativa d). Vamos a questão número 4. A questão diz o seguinte: Nós temos um gráfico da velocidade de função do tempo de dois moveis a e b, ok? Então nós temos que o delta s de a será Base maior de 24 mais base menor 4 vezes altura 8 dividido por 2 = 112m. ",Fisica
371660,"Olá, eu sou o professor Naldo e hoje nós vamos ver propriedades gráficas do muv parte 3, ok. mais base menor vezes ao todo dividido por 2. Base maior nós temos t2 +20 Okay? Ele quer que você faça o gráfico da velocidade, função do tempo de 0 a 8. O deslocamento escalar é a distância percorrida de 0 a 8 e a velocidade escalar média de 0 a 8 segundos. Portanto a velocidade escalar média é de 2m por segundo. Depois diminui linearmente de 20 até 0 Nós temos o gráfico construído. ",Fisica
371659,"Olá Eu sou o professor Naldo e hoje nós vamos falar da primeira lei de Newton, o princípio da inércia. Que lei seria esta? Oras, trata-se da lei da inércia. Ambos voando, não é? O Homem de ferro tem propulsores, não é? O que faz com que ao empurrar gases para tràs, os gases o empurram na direção, na mesma direção e sentido contrário, não é? Justifica-se então o vôo dele. Alternativa então certa é alternativa d). A questão número 5 Nós temos aí um bloco que possui velocidade vetorial constante, portanto, mru. 100 vezes meio 50. Então f1 igual a 50 newtons Eu espero que essa aula tenha sido de grande valia pra você e te aguardo na próxima. ",Fisica
371658,"Olá, eu sou professor Naldo e nós vamos falar sobre exercícios de velocidade escalar instantânea parte 2 Vamos a eles Exercício número 1. Ele te fornece a função horária dos espaços s igual 1t ao quadrado de um atleta que percorre 100m rasos, ok? Derivada de s igual a 1t ao quadrado seria v=2t. A velocidade máxima é 50% maior que a velocidade escalar média, de acordo problema, então seria 50%, 1,5 vezes a velocidade máxima Okay. Como fazemos isso? A derivada do espaço em relação ao tempo me gerará a equação da velocidade escalar Então a derivada da função dada é -40 +50 t. Muito bem. Derivada da função será 1 t, para t igual a 10, nós temos que a velocidade escalar no instante que está cruzando a linha de chegada é de 10m por segundo. ",Fisica
371657,"Olá! Eu sou o professor Naldo. Em geral, trabalhamos com objetos reais, então a posição do objeto real em relação à lente é uma posição positiva. Primeira questão: ""Um modelo simples para o olho consiste em uma lente para simular o cristalino e um anteparo simulando a retina. Montando o sistema no laboratório, foi observado que um objeto luminoso de 4cm de altura(O = 4), colocado a 60cm da lente(P = 60), projetou-se uma imagem nítida invertida I = -2cm, de altura no anteparo situado a 30cm da lente"" (P' = 30cm) já que a imagem é real. Então, nós vamos ter que F = -15cm. Muito bem. Primeiro, vamos utilizar a equação de Gauss para encontrar a posição da imagem, então: 1/F = 1/P + 1/P'. Então, 1/f = 1/3f + 1/P'. Nós vamos encontrar que P' = 3f/2. Agora, qual a distância entre o objeto real e a imagem real? ",Fisica
371656,"Olá! Eu sou o professor Naldo e hoje vamos fazer exercícios sobre ""fundamentos da cinemática parte 3"". Primeira questão: ""Podemos definir espaço como sendo a distância do móvel até a origem dos espaços? Justifique."". Não. Espaço ou posição é o comprimento algébrico do arco de trajetória que liga a posição à origem dos espaços. Observe que esse arco é um comprimento algébrico, portanto pode ser um número positivo, negativo ou mesmo nulo... Se a posição for 0. Distância é sempre um número positivo, e por definição a distância entre dois pontos é o comprimento do segmento de reta que une os dois pontos. Portanto são definições e conceitos diferentes. Exercício 2: ""O gráfico apresenta a posição em função do tempo de dois carrinhos que descrevem uma mesma trajetória retilínea..."", a variação do espaço do carrinho 'A' é linear, uma função de primeiro grau, e a do carrinho ""B é uma curva, ok? ""...Assinale a opção correta"", bem, observando o gráfico nós percebemos claramente que nos instantes ""10s"" e ""20s"" ambos os móveis possuem a mesma posição, portanto se descrevem a mesma trajetória eles vieram a se encontrar. Então se encontram no instante ""t=10s"" e no instante ""t=20s"". Agora vamos observar as afirmações. A primeira afirmação: Diz que a distância inicial entre os carrinhos, no instante ""t=0"" é ""50cm"". Não. No instante ""t=0"" o carrinho ""A"" está na posição ""-50cm"" e o carrinho ""B"" está na posição ""10"". ""A distância da posição '-50' à posição '10' é 60cm"", falso. ""Os carrinhos somente se encontrarão no instante '10s'."", não, como já fora dito, eles se encontram em dois instantes: 10 e 20 segundos. ""C"": ""Entre os instantes, entre os encontros, os carrinhos percorrem uma distância de 70cm."", vamos ver... O primeiro encontro ocorre na posição 20cm e o segundo encontro ocorre na posição 90. A diferença, então, entre as posições em trajetória retilínea será ""90-20"", os tais dos ""70cm"" que são afirmados na alternativa. Portanto a alternativa ""C"": Verdadeira. A alternativa ""D"" também é importante ser analisada: ""Entre os instantes 0 e 20s o carrinho A percorreu 40cm"", veja, do instante 0 ao instante ""20"", do instante ""0"" após a posição do carrinho ""A"" é ""-50"", no instante ""20"" é ""90"". De ""-40"" de posição a ""90"", em trajetória retilínea, a distância percorrida foi de ""140m"", ""-50"" a ""90"". ""...Entre os instantes 0 e 10s o carrinho B percorreu 20cm..."". De 0 a 10s o carrinho ""B"". Que estava na posição ""10"" foi à posição ""20"", portanto ele percorreu 20cm de distância ao longo da trajetória, portanto errada. A alternativa correta ""C"". Exercício ""3"": ""O gráfico representa a diferença..."", muito cuidado, ""... de posições em função do tempo de 2 automóveis, A1 e A2 que partem do repouso, que se movem sobre o mesmo eixo ao longo de um determinado percurso.""...""X1"" e ""X2"" são sempre valores positivos. ""... A partir do gráfico é correto afirmar que:..."", muito bem. Enquanto a diferença ""X1"" e ""X2"" é positiva, entendemos que a partícula ""1"" está à frente da partícula ""2"". A partir do momento que a diferença passa a ser negativa, entendemos que a partícula ""2"" está a frente da partícula ""1"". Então vamos lá. Até o instante igual a ""3s"", ""X1"" é maior que ""X2"", a diferença é positiva. Então a partícula ""A1"" está à frente da ""2"". A partir do instante ""3s"" a posição ""X2"" é maior do que a posição ""X1"". A diferença é negativa, então a ""2"" está à frente à ""1"", portanto se houve outra passagem, ela ocorreu no instante ""T=3"", a ""2"" ultrapassou a ""1"" a partir do instante ""t=3s"", portanto alternativa certa ""D"". Exercício 4: No exercício 4 temos uma partícula, um carro que desenvolve uma trajetória retilínea. Obedecendo a seguinte função horária do espaço: ""S=200-50t"", ""S"" posição em km, ""t"" em hora. O ponto ""0"" representa a origem dos espaços. A pergunta do problema é: ""Qual é a posição do carro no instante 't=1h'?"", basta substituir na função horária dos espaços, não é verdade? Então teremos ""S=200-50.1"". Ora, então a posição será ""200-50"": ""150km"". A posição ""150km"" é a posição do ponto ""Q"". ""Em que instante o carro passa pela origem dos espaços?"", a origem espaços é a posição nula. Então basta impor que ""S=0"": ""0=200-50t"", então ""t=4h"", então 04 horas a partir do momento que dispara o relógio o carro estará sobre a posição ""0"". Bem... é isso. Eu espero que essa aula tenha sido de grande valia para você e te aguarda na próxima. Até lá. ",Fisica
371655,"Olá, eu sou o professor Naldo e hoje nós vamos falar sobre convecção térmica bem Basta lembrar que a convecção térmica ocorre quando há uma diferença de temperatura num fluído, seja ele líquido ou gás, uma diferença de temperatura em partes do fluido. Muito bem, primeira questão, veja só, fala-se o seguinte: A transmissão de calor de um ponto a outro, graças ao deslocamento do próprio material aquecido, é um fenômeno? A alternativa Correta então será a alternativa D. Observe, a água sai do reservatório do lado direito, pela parte mais baixa, passa pelo coletor, sobe e é despejada novamente no reservatório, na parte de cima, a água quente. Não, o ar frio não se eleva, ao contrário, é o ar quente. Durante a noite, ocorre exatamente o inverso A água ainda está a uma temperatura elevada, porque que tem um grande calor específico, demora pra que a temperatura dela diminua. ",Fisica
371654,"Olá, eu sou o professor Reinaldo e hoje nós vamos falar de Mudança de Estado, Parte 3. Bem, lembre-se que durante a Mudança de Estado de uma substância pura, não há variação de temperatura, e para que a substância mude de estado é necessário que ela atinge uma temperatura específica chamada Temperatura de Mudança de Estado, que depende da pressão a que ela está sujeita. Não! A quantidade de calor q2 está provocando apenas mudança de estado da substância, portanto, é uma quantidade de calor latente. E: o calor necessário para vaporizar completamente a amostra é algebricamente representado por q1+q2+q3+q4. Então, estão certas as afirmações 2 e 3 alternativa correta, D de dado, muito bem! Muito bem! Para a pedra derreter, de gelo, é necessário que a temperatura do gelo se eleve de -10 a 0 e, após isso, o calor provocará fusão, então a quantidade de calor necessária para que isso ocorra será: ""que macete"" do gelo. ",Fisica
371653,"Olá, eu sou o professor Naldo e hoje nós vamos ver o movimento circular uniforme parte 4: exercícios. Então temos 2 vezes 20 igual a 1 sobre período de y Vezes 10. Então frequência vezes raio igual a frequência vezes raio. Então nós vamos encontrar uma velocidade de 1.600km/h em metros por segundo dividido por 3,6. Dá aproximadamente 444m por segundo. Sabe-se que existe um ponto da Terra em que a velocidade de rotação da Terra se aproxima da velocidade do som Considerando a velocidade angular da terra 12 pi sobre 12 radianos por hora, quer-se calcular qual seria a latitude desse local. ",Fisica
371652,"Olá, eu sou professor Naldo e hoje nós vamos falar sobre peso. Já que a balança mede a intensidade da força peso aplicada sobre a pessoa e não a massa. Então nós temos uma massa máxima de 25,3kg e o peso será essa massa vezes a gravidade: 25,3 vezes 10 então 253 Newton, o que nos remete a alternativa C. Questão 4, na questão 4 Você tem aí uma comparação entre a força aplicada em uma pessoa de 80kg para freiá-la de 90km/h para 0 e 4s com a força necessária para manter equilíbrio uma massa de 105kg Num local onde a gravidade vale 10. Questão 5: Nós temos um salto de paraquedismo. Na 2ª situação, a mesma coisa. ",Fisica
371651,"Olá, eu sou professor Naldo e nós vamos falar sobre 2ª lei de Newton em movimentos verticais, no caso, exercícios. A tração pra cima menos o peso do macaco é igual a massa do macaco vezes a aceleração. Então 150 - 100, temos que peso é a massa vezes gravidade, 10 vezes 10 é igual a 10 vezes a. Então a aceleração do macaco é de 5m/s², que nos remete alternativa B Questão número 2 Na questão número 2, uma questão um pouco parecida. Então delta S igual a V0t + um meio de gama t ao quadrado na vertical. Adotando-se G igual a 10, calcule: a) a distância em metros que seria percorrida por esse corpo depois de 5s de queda se a resistência do ar fosse desprezada. Então vamos lá. 2ª Lei de Newton, princípio fundamental da dinâmica: massa do corpo vezes aceleração causada É igual ao peso menos 1/5 do peso. ",Fisica
371650,"Olá, eu sou o professor Naldo e hoje nós vamos fazer exercícios da física da bicicleta Exercício número 1. Nós temos uma bicicleta antiga, não é? Em que a roda frontal, roda da frente dianteira tem raio de um metro e a roda traseira 025m. O primeiro passo é lembrar que a velocidade linear da coroa igual a velocidade linear da catraca, daí achamos uma relaçâo entre as frequências. Mantendo o mesmo ritmo de pedaladas, qual será a nova velocidade da bicicleta? Muito bem Trata-se do mesmo tipo de questão. Primeiro passo: Calcular o período com que se pedala. Finalmente o ômega da catraca é igual ao ômega do pneu Oras Decorre que ômega pode ser relacionado com a velocidade linear, não é? A velocidade linear é ômega do pneu vezes o raio do pneu. ",Fisica
371649,"Olá, eu sou o professor Naldo e nós vamos Para a segunda lei de Newton, relação entre força e aceleração. Exercícios parte 2. Vamos para a primeira questão. Na primeira questão nós temos um carro de massa m que devido a ação da força motriz Tem uma aceleração de 3m por segundo ao quadrado. Nós temos 2 carrinhos contendo uma caixa. Então ficamos assim: Questão a) 0,5m por segundo. Então nós vamos ter aceleração naquele trecho de movimento retardado igual a variação de velocidade em módulo 2 a cada 1 segundo. A massa do aspirador é dada, é 2kg, e quer-se determinar Sabendo-se que a força de intensidade constante é de 4 newtons aplicada pela pessoa. ",Fisica
371648,"Olá! Eu sou o professor Naldo. ""Admitindo-se que o carrinho seja um ponto material, qual é a velocidade escalar média então no percurso 'AC'?"", Vamos lá: O ""d S"" do carrinho da posição ""A"" à posição ""C"" corresponde ao comprimento do arco trajetória já que o carrinho moveu-se sempre no mesmo sentido, apesar de ter parado. Então a distância percorrida é o comprimento da trajetória de ""1"" à ""6"", portanto já moveu-se 5 metros. Questão 4: Fala-se do campeonato de atletismo. Falso, porque os intervalos de tempo ao percorrer distâncias iguais são diferentes, portanto a velocidade escalar não pode ter sido constante. ",Fisica
371647,"Olá! Eu sou o professor Naldo e vamos fazer a aula de exercícios de ""velocidade escalar instantânea parte 1"". Vamos lá, exercício número 1. Há uma bela foto de um avião rompendo a barreira do som, A velocidade do som é um valor mais próximo em ""km/h"" de quanto? Na tabela, pra baixa altitude a velocidade seria de ""343m/s"". Vamos converter isso pra Km/h? Sim, vamos lá. Multiplicamos por 3,6. ""343 x 3,6 = 1.235 km/h"", o que nos leva à alternativa ""D"". Questão número 2: É dado um gráfico que mostra a evolução da velocidade escalar de Samuel numa prova de 100 metros rasos. ""Conversando com o seu pai a respeito gráfico Samuel concluiu que..."", Observe o gráfico. ",Fisica
371646,"Olá! Eu sou o professor Naldo e hoje vamos fazer exercícios sobre Introdução à Física. ""Massa é o número total de átomos no corpo"" - Falso. Quanto maior a massa tanto maior a inércia, tanto maior a intensidade da força para modificar o estado cinemático do corpo. Com esses dados podemos concluir que uma jarda equivale a quanto? Então 1 jarda é igual a 0,915/0,305 pés, então 1 jarda equivale a 3 pés. Ok? ",Fisica
371645,"Olá Eu sou professor Naldo e vamos falar de potência de uma fonte de calor. Oras, grande quantidade de calor trocada no mesmo intervalo de tempo, portanto a potência nos permite relacionar quantidade de energia no caso do nosso estudo calor com o tempo que demanda para trocar essa quantidade de energia. Muito bem se nós utilizarmos por exemplo a quantidade de calor na unidade caloria poderemos ter as diversas unidades de potência que vou citar: caloria por segundo, calorias por minuto, calorias por hora Caloria por dia etc Agora se utilizarmos a unidade de energia no sistema internacional o joulle. É uma expressão com 3 termos inter-relacionados Então faremos algumas questões e nos encontraremos em breve, até lá ",Fisica
